1214,1690541939583286
1208,1690541939587532
1214,1690541939591617
1214,1690541939596289
1214,1690541939600432
1214,1690541939604867
1214,1690541939608172
1207,1690541939611335
1214,1690541939614469
1214,1690541939617403
1214,1690541939620405
1214,1690541939623589
1213,1690541939626223
1213,1690541939629183
1211,1690541939632363
1211,1690541939633517
1211,1690541939635025
1203,1690541939636383
1211,1690541939637991
1211,1690541939639220
1205,1690541939640545
1211,1690541939642074
1211,1690541939643450
1211,1690541939644626
1211,1690541939645849
1211,1690541939647234
1211,1690541939648559
1211,1690541939649820
1211,1690541939650875
1211,1690541939652074
1211,1690541939653182
1211,1690541939654318
1211,1690541939655489
1211,1690541939656584
1211,1690541939657620
1211,1690541939658731
1211,1690541939659569
900,1690541939660640
300,1690541939660653
1215,1690541939661584
1215,1690541939662347
1215,1690541939663306
309,1690541939664248
895,1690541939664261
1215,1690541939665172
1215,1690541939665757
834,1690541939666655
370,1690541939666666
1215,1690541939667266
1215,1690541939668105
1215,1690541939668872
900,1690541939669558
304,1690541939669589
1215,1690541939670330
1210,1690541939670858
1215,1690541939671533
806,1690541939672236
1216,1690541939678294
1215,1690541939678319
1215,1690541939678990
960,1690541939679483
1364,1690541939711522
1363,1690541939711660
1363,1690541939711952
846,1690541939712257
1364,1690541939744863
1363,1690541939745052
1363,1690541939745356
71,1690541939745448
1364,1690541939778233
1363,1690541939778410
1363,1690541939778713
360,1690541939778958
1364,1690541939811774
1363,1690541939811932
1363,1690541939812245
59,1690541939812436
1364,1690541939844832
1363,1690541939844973
1363,1690541939845283
285,1690541939845494
1364,1690541939880140
1363,1690541939881289
1363,1690541939882312
393,1690541939883420
1364,1690541939911594
1363,1690541939911731
1363,1690541939913120
766,1690541939914041
1364,1690541939948955
1363,1690541939949814
1363,1690541939950681
132,1690541939951594
1364,1690541939983590
1363,1690541939984540
1353,1690541939985373
1364,1690541940021875
1363,1690541940022797
1363,1690541940023647
816,1690541940024543
1364,1690541940148524
1363,1690541940150308
1363,1690541940151886
20,1690541940153377
1333,1690541940153393
1363,1690541940155262
1363,1690541940156649
950,1690541940158298
402,1690541940158315
